Survey,Quarter,Country,Ship,Gear,SweepLngt,GearExp,DoorType,StNo,HaulNo,Year,Month,Day,TimeShot,Stratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,StatRec,Depth,HaulVal,StdSpecRecCode,BycSpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,TowDir,WindDir,WindSpeed,SwellDir,SwellHeight,ICESArea,AphiaID,Species,SpecVal,Sex,SubFactor,LngtClass,HLNoAtLngt,NoPerHaul,BeamWidth,DistanceDerived,CPUE_number_per_hour,SweptArea_km2,CPUE_number_per_km2
BTS,3,ENG,COR,BT4A,-9,-9,-9,-9,82,2004,8,4,0625,-9,30,D,51.4607,2.3445,51.4802,2.3918,31F2,28,V,1,1,R,,FM,0,,,56,,,,,IVc,127160,Solea solea,1,M,1.0000,240,1.00,1.000000,4,926,2.00,0.00,269.98
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,28,2003,7,30,0845,-9,30,D,49.4650,-0.0583,49.4317,-0.0600,27E9,17,V,1,1,R,,FM,0,,,182,,,,,VIId,127160,Solea solea,1,F,1.0000,160,1.00,1.000000,4,926,2.00,0.00,269.98
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,28,2003,7,30,0845,-9,30,D,49.4650,-0.0583,49.4317,-0.0600,27E9,17,V,1,1,R,,FM,0,,,182,,,,,VIId,127160,Solea solea,1,F,1.0000,170,1.00,1.000000,4,926,2.00,0.00,269.98
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,28,2003,7,30,0845,-9,30,D,49.4650,-0.0583,49.4317,-0.0600,27E9,17,V,1,1,R,,FM,0,,,182,,,,,VIId,127160,Solea solea,1,F,1.0000,180,4.00,4.000000,4,926,8.00,0.00,1079.91
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,28,2003,7,30,0845,-9,30,D,49.4650,-0.0583,49.4317,-0.0600,27E9,17,V,1,1,R,,FM,0,,,182,,,,,VIId,127160,Solea solea,1,F,1.0000,190,3.00,3.000000,4,926,6.00,0.00,809.94
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,28,2003,7,30,0845,-9,30,D,49.4650,-0.0583,49.4317,-0.0600,27E9,17,V,1,1,R,,FM,0,,,182,,,,,VIId,127160,Solea solea,1,F,1.0000,200,2.00,2.000000,4,926,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,28,2003,7,30,0845,-9,30,D,49.4650,-0.0583,49.4317,-0.0600,27E9,17,V,1,1,R,,FM,0,,,182,,,,,VIId,127160,Solea solea,1,F,1.0000,230,1.00,1.000000,4,926,2.00,0.00,269.98
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,28,2003,7,30,0845,-9,30,D,49.4650,-0.0583,49.4317,-0.0600,27E9,17,V,1,1,R,,FM,0,,,182,,,,,VIId,127160,Solea solea,1,F,1.0000,240,1.00,1.000000,4,926,2.00,0.00,269.98
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,28,2003,7,30,0845,-9,30,D,49.4650,-0.0583,49.4317,-0.0600,27E9,17,V,1,1,R,,FM,0,,,182,,,,,VIId,127160,Solea solea,1,F,1.0000,250,4.00,4.000000,4,926,8.00,0.00,1079.91
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,28,2003,7,30,0845,-9,30,D,49.4650,-0.0583,49.4317,-0.0600,27E9,17,V,1,1,R,,FM,0,,,182,,,,,VIId,127160,Solea solea,1,F,1.0000,260,2.00,2.000000,4,926,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,28,2003,7,30,0845,-9,30,D,49.4650,-0.0583,49.4317,-0.0600,27E9,17,V,1,1,R,,FM,0,,,182,,,,,VIId,127160,Solea solea,1,F,1.0000,270,1.00,1.000000,4,926,2.00,0.00,269.98
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,28,2003,7,30,0845,-9,30,D,49.4650,-0.0583,49.4317,-0.0600,27E9,17,V,1,1,R,,FM,0,,,182,,,,,VIId,127160,Solea solea,1,F,1.0000,280,1.00,1.000000,4,926,2.00,0.00,269.98
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,28,2003,7,30,0845,-9,30,D,49.4650,-0.0583,49.4317,-0.0600,27E9,17,V,1,1,R,,FM,0,,,182,,,,,VIId,127160,Solea solea,1,F,1.0000,360,1.00,1.000000,4,926,2.00,0.00,269.98
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,28,2003,7,30,0845,-9,30,D,49.4650,-0.0583,49.4317,-0.0600,27E9,17,V,1,1,R,,FM,0,,,182,,,,,VIId,127160,Solea solea,1,F,1.0000,380,1.00,1.000000,4,926,2.00,0.00,269.98
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,28,2003,7,30,0845,-9,30,D,49.4650,-0.0583,49.4317,-0.0600,27E9,17,V,1,1,R,,FM,0,,,182,,,,,VIId,127160,Solea solea,1,M,1.0000,160,3.00,3.000000,4,926,6.00,0.00,809.94
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,28,2003,7,30,0845,-9,30,D,49.4650,-0.0583,49.4317,-0.0600,27E9,17,V,1,1,R,,FM,0,,,182,,,,,VIId,127160,Solea solea,1,M,1.0000,170,6.00,6.000000,4,926,12.00,0.00,1619.87
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,28,2003,7,30,0845,-9,30,D,49.4650,-0.0583,49.4317,-0.0600,27E9,17,V,1,1,R,,FM,0,,,182,,,,,VIId,127160,Solea solea,1,M,1.0000,180,2.00,2.000000,4,926,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,28,2003,7,30,0845,-9,30,D,49.4650,-0.0583,49.4317,-0.0600,27E9,17,V,1,1,R,,FM,0,,,182,,,,,VIId,127160,Solea solea,1,M,1.0000,190,2.00,2.000000,4,926,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,28,2003,7,30,0845,-9,30,D,49.4650,-0.0583,49.4317,-0.0600,27E9,17,V,1,1,R,,FM,0,,,182,,,,,VIId,127160,Solea solea,1,M,1.0000,230,2.00,2.000000,4,926,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,28,2003,7,30,0845,-9,30,D,49.4650,-0.0583,49.4317,-0.0600,27E9,17,V,1,1,R,,FM,0,,,182,,,,,VIId,127160,Solea solea,1,M,1.0000,250,3.00,3.000000,4,926,6.00,0.00,809.94
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,28,2003,7,30,0845,-9,30,D,49.4650,-0.0583,49.4317,-0.0600,27E9,17,V,1,1,R,,FM,0,,,182,,,,,VIId,127160,Solea solea,1,M,1.0000,260,1.00,1.000000,4,926,2.00,0.00,269.98
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,28,2003,7,30,0845,-9,30,D,49.4650,-0.0583,49.4317,-0.0600,27E9,17,V,1,1,R,,FM,0,,,182,,,,,VIId,127160,Solea solea,1,M,1.0000,270,1.00,1.000000,4,926,2.00,0.00,269.98
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,28,2003,7,30,0845,-9,30,D,49.4650,-0.0583,49.4317,-0.0600,27E9,17,V,1,1,R,,FM,0,,,182,,,,,VIId,127160,Solea solea,1,M,1.0000,290,1.00,1.000000,4,926,2.00,0.00,269.98
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,29,2004,7,29,1742,-9,30,D,49.4632,-0.0587,49.4313,-0.0602,27E9,17,V,1,1,S,,FM,0,,,78,,,,,VIId,127160,Solea solea,1,F,1.0000,180,1.00,1.000000,4,926,2.00,0.00,269.98
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,29,2004,7,29,1742,-9,30,D,49.4632,-0.0587,49.4313,-0.0602,27E9,17,V,1,1,S,,FM,0,,,78,,,,,VIId,127160,Solea solea,1,F,1.0000,190,3.00,3.000000,4,926,6.00,0.00,809.94
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,29,2004,7,29,1742,-9,30,D,49.4632,-0.0587,49.4313,-0.0602,27E9,17,V,1,1,S,,FM,0,,,78,,,,,VIId,127160,Solea solea,1,F,1.0000,200,4.00,4.000000,4,926,8.00,0.00,1079.91
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,29,2004,7,29,1742,-9,30,D,49.4632,-0.0587,49.4313,-0.0602,27E9,17,V,1,1,S,,FM,0,,,78,,,,,VIId,127160,Solea solea,1,F,1.0000,210,2.00,2.000000,4,926,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,29,2004,7,29,1742,-9,30,D,49.4632,-0.0587,49.4313,-0.0602,27E9,17,V,1,1,S,,FM,0,,,78,,,,,VIId,127160,Solea solea,1,F,1.0000,220,1.00,1.000000,4,926,2.00,0.00,269.98
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,29,2004,7,29,1742,-9,30,D,49.4632,-0.0587,49.4313,-0.0602,27E9,17,V,1,1,S,,FM,0,,,78,,,,,VIId,127160,Solea solea,1,F,1.0000,240,2.00,2.000000,4,926,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,29,2004,7,29,1742,-9,30,D,49.4632,-0.0587,49.4313,-0.0602,27E9,17,V,1,1,S,,FM,0,,,78,,,,,VIId,127160,Solea solea,1,F,1.0000,250,2.00,2.000000,4,926,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,29,2004,7,29,1742,-9,30,D,49.4632,-0.0587,49.4313,-0.0602,27E9,17,V,1,1,S,,FM,0,,,78,,,,,VIId,127160,Solea solea,1,F,1.0000,260,3.00,3.000000,4,926,6.00,0.00,809.94
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,29,2004,7,29,1742,-9,30,D,49.4632,-0.0587,49.4313,-0.0602,27E9,17,V,1,1,S,,FM,0,,,78,,,,,VIId,127160,Solea solea,1,F,1.0000,290,1.00,1.000000,4,926,2.00,0.00,269.98
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,29,2004,7,29,1742,-9,30,D,49.4632,-0.0587,49.4313,-0.0602,27E9,17,V,1,1,S,,FM,0,,,78,,,,,VIId,127160,Solea solea,1,F,1.0000,300,1.00,1.000000,4,926,2.00,0.00,269.98
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,29,2004,7,29,1742,-9,30,D,49.4632,-0.0587,49.4313,-0.0602,27E9,17,V,1,1,S,,FM,0,,,78,,,,,VIId,127160,Solea solea,1,F,1.0000,310,1.00,1.000000,4,926,2.00,0.00,269.98
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,29,2004,7,29,1742,-9,30,D,49.4632,-0.0587,49.4313,-0.0602,27E9,17,V,1,1,S,,FM,0,,,78,,,,,VIId,127160,Solea solea,1,M,1.0000,170,1.00,1.000000,4,926,2.00,0.00,269.98
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,29,2004,7,29,1742,-9,30,D,49.4632,-0.0587,49.4313,-0.0602,27E9,17,V,1,1,S,,FM,0,,,78,,,,,VIId,127160,Solea solea,1,M,1.0000,180,7.00,7.000000,4,926,14.00,0.00,1889.85
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,29,2004,7,29,1742,-9,30,D,49.4632,-0.0587,49.4313,-0.0602,27E9,17,V,1,1,S,,FM,0,,,78,,,,,VIId,127160,Solea solea,1,M,1.0000,190,5.00,5.000000,4,926,10.00,0.00,1349.89
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,29,2004,7,29,1742,-9,30,D,49.4632,-0.0587,49.4313,-0.0602,27E9,17,V,1,1,S,,FM,0,,,78,,,,,VIId,127160,Solea solea,1,M,1.0000,200,2.00,2.000000,4,926,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,29,2004,7,29,1742,-9,30,D,49.4632,-0.0587,49.4313,-0.0602,27E9,17,V,1,1,S,,FM,0,,,78,,,,,VIId,127160,Solea solea,1,M,1.0000,210,2.00,2.000000,4,926,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,29,2004,7,29,1742,-9,30,D,49.4632,-0.0587,49.4313,-0.0602,27E9,17,V,1,1,S,,FM,0,,,78,,,,,VIId,127160,Solea solea,1,M,1.0000,220,2.00,2.000000,4,926,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,29,2004,7,29,1742,-9,30,D,49.4632,-0.0587,49.4313,-0.0602,27E9,17,V,1,1,S,,FM,0,,,78,,,,,VIId,127160,Solea solea,1,M,1.0000,230,3.00,3.000000,4,926,6.00,0.00,809.94
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,29,2004,7,29,1742,-9,30,D,49.4632,-0.0587,49.4313,-0.0602,27E9,17,V,1,1,S,,FM,0,,,78,,,,,VIId,127160,Solea solea,1,M,1.0000,240,3.00,3.000000,4,926,6.00,0.00,809.94
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,29,2004,7,29,1742,-9,30,D,49.4632,-0.0587,49.4313,-0.0602,27E9,17,V,1,1,S,,FM,0,,,78,,,,,VIId,127160,Solea solea,1,M,1.0000,250,1.00,1.000000,4,926,2.00,0.00,269.98
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,29,2004,7,29,1742,-9,30,D,49.4632,-0.0587,49.4313,-0.0602,27E9,17,V,1,1,S,,FM,0,,,78,,,,,VIId,127160,Solea solea,1,M,1.0000,260,2.00,2.000000,4,926,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,42,2006,7,30,1826,-9,15,D,49.4552,-0.0107,49.4377,-0.0603,27E9,13,V,1,1,R,,FM,0,,45,182,0,0,,0.0000,VIId,127160,Solea solea,1,F,1.0000,160,1.00,1.000000,4,463,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,42,2006,7,30,1826,-9,15,D,49.4552,-0.0107,49.4377,-0.0603,27E9,13,V,1,1,R,,FM,0,,45,182,0,0,,0.0000,VIId,127160,Solea solea,1,F,1.0000,170,1.00,1.000000,4,463,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,42,2006,7,30,1826,-9,15,D,49.4552,-0.0107,49.4377,-0.0603,27E9,13,V,1,1,R,,FM,0,,45,182,0,0,,0.0000,VIId,127160,Solea solea,1,F,1.0000,180,4.00,4.000000,4,463,16.00,0.00,2159.83
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,42,2006,7,30,1826,-9,15,D,49.4552,-0.0107,49.4377,-0.0603,27E9,13,V,1,1,R,,FM,0,,45,182,0,0,,0.0000,VIId,127160,Solea solea,1,F,1.0000,190,2.00,2.000000,4,463,8.00,0.00,1079.91
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,42,2006,7,30,1826,-9,15,D,49.4552,-0.0107,49.4377,-0.0603,27E9,13,V,1,1,R,,FM,0,,45,182,0,0,,0.0000,VIId,127160,Solea solea,1,F,1.0000,200,2.00,2.000000,4,463,8.00,0.00,1079.91
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,42,2006,7,30,1826,-9,15,D,49.4552,-0.0107,49.4377,-0.0603,27E9,13,V,1,1,R,,FM,0,,45,182,0,0,,0.0000,VIId,127160,Solea solea,1,F,1.0000,220,1.00,1.000000,4,463,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,42,2006,7,30,1826,-9,15,D,49.4552,-0.0107,49.4377,-0.0603,27E9,13,V,1,1,R,,FM,0,,45,182,0,0,,0.0000,VIId,127160,Solea solea,1,F,1.0000,230,3.00,3.000000,4,463,12.00,0.00,1619.87
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,42,2006,7,30,1826,-9,15,D,49.4552,-0.0107,49.4377,-0.0603,27E9,13,V,1,1,R,,FM,0,,45,182,0,0,,0.0000,VIId,127160,Solea solea,1,F,1.0000,240,1.00,1.000000,4,463,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,42,2006,7,30,1826,-9,15,D,49.4552,-0.0107,49.4377,-0.0603,27E9,13,V,1,1,R,,FM,0,,45,182,0,0,,0.0000,VIId,127160,Solea solea,1,F,1.0000,250,2.00,2.000000,4,463,8.00,0.00,1079.91
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,42,2006,7,30,1826,-9,15,D,49.4552,-0.0107,49.4377,-0.0603,27E9,13,V,1,1,R,,FM,0,,45,182,0,0,,0.0000,VIId,127160,Solea solea,1,F,1.0000,270,1.00,1.000000,4,463,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,42,2006,7,30,1826,-9,15,D,49.4552,-0.0107,49.4377,-0.0603,27E9,13,V,1,1,R,,FM,0,,45,182,0,0,,0.0000,VIId,127160,Solea solea,1,F,1.0000,290,1.00,1.000000,4,463,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,42,2006,7,30,1826,-9,15,D,49.4552,-0.0107,49.4377,-0.0603,27E9,13,V,1,1,R,,FM,0,,45,182,0,0,,0.0000,VIId,127160,Solea solea,1,M,1.0000,150,2.00,2.000000,4,463,8.00,0.00,1079.91
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,42,2006,7,30,1826,-9,15,D,49.4552,-0.0107,49.4377,-0.0603,27E9,13,V,1,1,R,,FM,0,,45,182,0,0,,0.0000,VIId,127160,Solea solea,1,M,1.0000,160,1.00,1.000000,4,463,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,42,2006,7,30,1826,-9,15,D,49.4552,-0.0107,49.4377,-0.0603,27E9,13,V,1,1,R,,FM,0,,45,182,0,0,,0.0000,VIId,127160,Solea solea,1,M,1.0000,170,2.00,2.000000,4,463,8.00,0.00,1079.91
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,42,2006,7,30,1826,-9,15,D,49.4552,-0.0107,49.4377,-0.0603,27E9,13,V,1,1,R,,FM,0,,45,182,0,0,,0.0000,VIId,127160,Solea solea,1,M,1.0000,180,1.00,1.000000,4,463,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,42,2006,7,30,1826,-9,15,D,49.4552,-0.0107,49.4377,-0.0603,27E9,13,V,1,1,R,,FM,0,,45,182,0,0,,0.0000,VIId,127160,Solea solea,1,M,1.0000,190,1.00,1.000000,4,463,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,42,2006,7,30,1826,-9,15,D,49.4552,-0.0107,49.4377,-0.0603,27E9,13,V,1,1,R,,FM,0,,45,182,0,0,,0.0000,VIId,127160,Solea solea,1,M,1.0000,200,1.00,1.000000,4,463,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,42,2006,7,30,1826,-9,15,D,49.4552,-0.0107,49.4377,-0.0603,27E9,13,V,1,1,R,,FM,0,,45,182,0,0,,0.0000,VIId,127160,Solea solea,1,M,1.0000,220,1.00,1.000000,4,463,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,42,2006,7,30,1826,-9,15,D,49.4552,-0.0107,49.4377,-0.0603,27E9,13,V,1,1,R,,FM,0,,45,182,0,0,,0.0000,VIId,127160,Solea solea,1,M,1.0000,230,1.00,1.000000,4,463,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,42,2006,7,30,1826,-9,15,D,49.4552,-0.0107,49.4377,-0.0603,27E9,13,V,1,1,R,,FM,0,,45,182,0,0,,0.0000,VIId,127160,Solea solea,1,M,1.0000,250,1.00,1.000000,4,463,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,53,2007,7,26,0602,-9,15,D,49.4278,-0.0575,49.4447,-0.0563,27E9,18,V,1,1,S,,FM,0,,54,353,270,11,270,1.5000,VIId,127160,Solea solea,1,F,1.0000,160,1.00,1.000000,4,463,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,53,2007,7,26,0602,-9,15,D,49.4278,-0.0575,49.4447,-0.0563,27E9,18,V,1,1,S,,FM,0,,54,353,270,11,270,1.5000,VIId,127160,Solea solea,1,F,1.0000,180,2.00,2.000000,4,463,8.00,0.00,1079.91
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,53,2007,7,26,0602,-9,15,D,49.4278,-0.0575,49.4447,-0.0563,27E9,18,V,1,1,S,,FM,0,,54,353,270,11,270,1.5000,VIId,127160,Solea solea,1,F,1.0000,190,1.00,1.000000,4,463,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,53,2007,7,26,0602,-9,15,D,49.4278,-0.0575,49.4447,-0.0563,27E9,18,V,1,1,S,,FM,0,,54,353,270,11,270,1.5000,VIId,127160,Solea solea,1,F,1.0000,210,1.00,1.000000,4,463,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,53,2007,7,26,0602,-9,15,D,49.4278,-0.0575,49.4447,-0.0563,27E9,18,V,1,1,S,,FM,0,,54,353,270,11,270,1.5000,VIId,127160,Solea solea,1,F,1.0000,220,1.00,1.000000,4,463,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,53,2007,7,26,0602,-9,15,D,49.4278,-0.0575,49.4447,-0.0563,27E9,18,V,1,1,S,,FM,0,,54,353,270,11,270,1.5000,VIId,127160,Solea solea,1,F,1.0000,230,1.00,1.000000,4,463,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,53,2007,7,26,0602,-9,15,D,49.4278,-0.0575,49.4447,-0.0563,27E9,18,V,1,1,S,,FM,0,,54,353,270,11,270,1.5000,VIId,127160,Solea solea,1,F,1.0000,240,1.00,1.000000,4,463,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,53,2007,7,26,0602,-9,15,D,49.4278,-0.0575,49.4447,-0.0563,27E9,18,V,1,1,S,,FM,0,,54,353,270,11,270,1.5000,VIId,127160,Solea solea,1,F,1.0000,250,5.00,5.000000,4,463,20.00,0.00,2699.78
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,53,2007,7,26,0602,-9,15,D,49.4278,-0.0575,49.4447,-0.0563,27E9,18,V,1,1,S,,FM,0,,54,353,270,11,270,1.5000,VIId,127160,Solea solea,1,F,1.0000,260,1.00,1.000000,4,463,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,53,2007,7,26,0602,-9,15,D,49.4278,-0.0575,49.4447,-0.0563,27E9,18,V,1,1,S,,FM,0,,54,353,270,11,270,1.5000,VIId,127160,Solea solea,1,F,1.0000,270,3.00,3.000000,4,463,12.00,0.00,1619.87
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,53,2007,7,26,0602,-9,15,D,49.4278,-0.0575,49.4447,-0.0563,27E9,18,V,1,1,S,,FM,0,,54,353,270,11,270,1.5000,VIId,127160,Solea solea,1,M,1.0000,160,1.00,1.000000,4,463,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,53,2007,7,26,0602,-9,15,D,49.4278,-0.0575,49.4447,-0.0563,27E9,18,V,1,1,S,,FM,0,,54,353,270,11,270,1.5000,VIId,127160,Solea solea,1,M,1.0000,170,1.00,1.000000,4,463,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,53,2007,7,26,0602,-9,15,D,49.4278,-0.0575,49.4447,-0.0563,27E9,18,V,1,1,S,,FM,0,,54,353,270,11,270,1.5000,VIId,127160,Solea solea,1,M,1.0000,210,3.00,3.000000,4,463,12.00,0.00,1619.87
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,53,2007,7,26,0602,-9,15,D,49.4278,-0.0575,49.4447,-0.0563,27E9,18,V,1,1,S,,FM,0,,54,353,270,11,270,1.5000,VIId,127160,Solea solea,1,M,1.0000,220,3.00,3.000000,4,463,12.00,0.00,1619.87
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,53,2007,7,26,0602,-9,15,D,49.4278,-0.0575,49.4447,-0.0563,27E9,18,V,1,1,S,,FM,0,,54,353,270,11,270,1.5000,VIId,127160,Solea solea,1,M,1.0000,230,8.00,8.000000,4,463,32.00,0.00,4319.65
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,53,2007,7,26,0602,-9,15,D,49.4278,-0.0575,49.4447,-0.0563,27E9,18,V,1,1,S,,FM,0,,54,353,270,11,270,1.5000,VIId,127160,Solea solea,1,M,1.0000,240,8.00,8.000000,4,463,32.00,0.00,4319.65
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,53,2007,7,26,0602,-9,15,D,49.4278,-0.0575,49.4447,-0.0563,27E9,18,V,1,1,S,,FM,0,,54,353,270,11,270,1.5000,VIId,127160,Solea solea,1,M,1.0000,250,2.00,2.000000,4,463,8.00,0.00,1079.91
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,53,2007,7,26,0602,-9,15,D,49.4278,-0.0575,49.4447,-0.0563,27E9,18,V,1,1,S,,FM,0,,54,353,270,11,270,1.5000,VIId,127160,Solea solea,1,M,1.0000,260,1.00,1.000000,4,463,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,1,53,2007,7,26,0602,-9,15,D,49.4278,-0.0575,49.4447,-0.0563,27E9,18,V,1,1,S,,FM,0,,54,353,270,11,270,1.5000,VIId,127160,Solea solea,1,M,1.0000,280,1.00,1.000000,4,463,4.00,0.00,539.96
BTS,3,ENG,COR,BT4A,-9,-9,-9,10,33,2006,7,30,0424,-9,15,D,49.8840,-1.1595,49.8788,-1.1367,28E8,56,V,1,1,R,,FM,0,,168,106,237,4,220,0.2000,VIId,127160,Solea solea,,,,,,,4,463,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,10,40,2003,7,31,1534,-9,30,D,49.8567,-1.0383,49.8700,-1.0900,28E8,50,V,1,1,R,,FM,0,,,290,,,,,VIId,127160,Solea solea,1,F,1.0000,230,1.00,1.000000,4,926,2.00,0.00,269.98
BTS,3,ENG,COR,BT4A,-9,-9,-9,10,43,2007,7,24,1526,-9,30,D,49.8565,-1.0317,49.8685,-1.0800,28E8,54,V,1,1,R,,FM,0,,189,291,270,19,270,1.5000,VIId,127160,Solea solea,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,10,56,2005,7,31,0425,-9,30,D,49.8673,-1.1030,49.8662,-1.0395,28E8,55,V,1,1,R,,FM,0,,,103,,,,,VIId,127160,Solea solea,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,100,78,2006,8,4,0521,-9,30,D,52.1688,1.7115,52.1393,1.6918,33F1,23,V,1,1,R,,FM,0,,86,200,0,12,0,0.5000,IVc,127160,Solea solea,1,F,1.0000,110,1.00,1.000000,4,926,2.00,0.00,269.98
BTS,3,ENG,COR,BT4A,-9,-9,-9,100,78,2006,8,4,0521,-9,30,D,52.1688,1.7115,52.1393,1.6918,33F1,23,V,1,1,R,,FM,0,,86,200,0,12,0,0.5000,IVc,127160,Solea solea,1,F,1.0000,130,5.00,5.000000,4,926,10.00,0.00,1349.89
BTS,3,ENG,COR,BT4A,-9,-9,-9,100,78,2006,8,4,0521,-9,30,D,52.1688,1.7115,52.1393,1.6918,33F1,23,V,1,1,R,,FM,0,,86,200,0,12,0,0.5000,IVc,127160,Solea solea,1,F,1.0000,140,3.00,3.000000,4,926,6.00,0.00,809.94
BTS,3,ENG,COR,BT4A,-9,-9,-9,100,78,2006,8,4,0521,-9,30,D,52.1688,1.7115,52.1393,1.6918,33F1,23,V,1,1,R,,FM,0,,86,200,0,12,0,0.5000,IVc,127160,Solea solea,1,F,1.0000,150,1.00,1.000000,4,926,2.00,0.00,269.98
