Survey,Year,Quarter,Ship,AphiaID,Species,LngtClass,Sex,Maturity,Age_0,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10
BTS,2003,3,ISI,127160,Solea solea,194,F,-9,0,4,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,194,M,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,195,F,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,195,M,-9,0,4,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,196,F,-9,0,4,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,196,M,-9,0,4,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,198,F,-9,0,4,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,198,M,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,199,F,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,199,M,-9,0,4,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,201,F,-9,0,8,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,201,M,-9,0,4,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,202,F,-9,0,4,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,202,M,-9,0,6,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,203,F,-9,0,4,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,204,M,-9,0,4,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,205,F,-9,0,6,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,205,M,-9,0,0,4,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,206,F,-9,0,2,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,206,M,-9,0,4,0,4,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,207,F,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,207,M,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,208,F,-9,0,4,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,208,M,-9,0,2,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,209,F,-9,0,4,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,209,M,-9,0,2,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,210,M,-9,0,2,4,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,211,F,-9,0,4,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,211,M,-9,0,2,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,212,M,-9,0,2,4,0,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,213,F,-9,0,4,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,213,M,-9,0,6,6,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,214,F,-9,0,12,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,215,F,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,215,M,-9,0,0,4,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,216,F,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,216,M,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,218,M,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,219,F,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,220,F,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,220,M,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,221,F,-9,0,6,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,222,F,-9,0,4,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,222,M,-9,0,0,4,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,223,M,-9,0,0,8,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,224,M,-9,0,6,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,225,F,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,225,M,-9,0,0,4,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,226,M,-9,0,0,10,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,227,F,-9,0,4,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,227,M,-9,0,2,4,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,228,F,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,228,M,-9,0,0,2,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,229,M,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,230,M,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,231,F,-9,0,4,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,231,M,-9,0,0,2,4,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,232,F,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,232,M,-9,0,2,6,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,233,F,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,233,M,-9,0,0,6,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,234,M,-9,0,0,6,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,235,F,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,235,M,-9,0,2,4,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,236,M,-9,0,0,2,2,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,237,M,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,238,F,-9,0,2,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,238,M,-9,0,0,2,2,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,239,F,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,239,M,-9,0,0,6,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,240,M,-9,0,0,0,0,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,241,F,-9,0,0,4,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,241,M,-9,0,0,2,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,242,F,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,242,M,-9,0,0,10,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,243,M,-9,0,0,2,4,4,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,244,F,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,244,M,-9,0,0,0,0,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,245,F,-9,0,0,6,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,245,M,-9,0,0,0,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,246,F,-9,0,2,8,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,246,M,-9,0,0,2,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,247,F,-9,0,0,6,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,247,M,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,248,F,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,248,M,-9,0,0,4,0,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,249,F,-9,0,0,8,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,249,M,-9,0,0,2,2,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,250,M,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,251,F,-9,0,0,2,0,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,251,M,-9,0,0,2,2,2,0,2,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,252,F,-9,0,0,4,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,253,F,-9,0,0,8,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,253,M,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,254,F,-9,0,0,10,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,254,M,-9,0,0,2,4,4,0,0,2,0,0,0
BTS,2003,3,ISI,127160,Solea solea,255,F,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,255,M,-9,0,0,2,0,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,256,M,-9,0,0,0,2,4,0,2,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,257,M,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,258,F,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,258,M,-9,0,0,2,2,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,259,F,-9,0,0,8,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,259,M,-9,0,0,2,0,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,260,F,-9,0,0,4,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,260,M,-9,0,0,4,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,261,F,-9,0,0,6,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,261,M,-9,0,0,0,0,2,2,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,262,F,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,262,M,-9,0,0,0,2,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,263,F,-9,0,0,4,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,263,M,-9,0,0,0,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,264,M,-9,0,0,2,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,265,F,-9,0,0,8,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,265,M,-9,0,0,0,2,0,0,0,2,0,0,0
BTS,2003,3,ISI,127160,Solea solea,266,F,-9,0,0,10,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,266,M,-9,0,0,0,2,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,267,F,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,267,M,-9,0,0,4,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,268,F,-9,0,2,6,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,268,M,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,269,F,-9,0,0,8,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,269,M,-9,0,0,2,0,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,270,M,-9,0,0,2,0,0,0,2,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,271,F,-9,0,0,12,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,272,F,-9,0,0,20,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,272,M,-9,0,0,0,4,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,273,F,-9,0,0,10,0,0,2,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,273,M,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,274,F,-9,0,0,2,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,274,M,-9,0,0,0,0,0,0,0,2,0,0,0
BTS,2003,3,ISI,127160,Solea solea,275,F,-9,0,0,8,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,275,M,-9,0,0,0,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,276,F,-9,0,0,0,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,276,M,-9,0,0,0,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,277,F,-9,0,0,6,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,278,F,-9,0,0,4,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,279,F,-9,0,0,2,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,279,M,-9,0,0,0,2,0,0,0,2,0,0,0
BTS,2003,3,ISI,127160,Solea solea,281,F,-9,0,0,4,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,281,M,-9,0,0,4,2,2,0,0,2,0,0,0
BTS,2003,3,ISI,127160,Solea solea,282,F,-9,0,0,2,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,283,F,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,283,M,-9,0,0,0,0,2,0,2,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,284,F,-9,0,0,6,6,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,284,M,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,285,F,-9,0,0,4,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,286,F,-9,0,0,4,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,286,M,-9,0,0,0,2,2,0,2,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,287,M,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,288,F,-9,0,0,4,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,288,M,-9,0,0,0,2,4,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,289,M,-9,0,0,0,0,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,290,F,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,290,M,-9,0,0,0,0,0,0,0,2,0,0,0
BTS,2003,3,ISI,127160,Solea solea,291,F,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,292,F,-9,0,0,0,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,292,M,-9,0,0,2,0,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,293,F,-9,0,0,8,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,294,F,-9,0,0,0,0,0,0,2,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,294,M,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,295,F,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,296,M,-9,0,0,0,0,0,0,0,2,0,0,0
BTS,2003,3,ISI,127160,Solea solea,297,F,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,297,M,-9,0,0,0,0,2,0,0,2,0,0,0
BTS,2003,3,ISI,127160,Solea solea,298,F,-9,0,0,2,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,299,F,-9,0,0,2,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,301,F,-9,0,0,2,4,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,302,F,-9,0,0,0,0,4,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,304,F,-9,0,0,2,2,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,305,F,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,306,F,-9,0,0,2,10,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,309,F,-9,0,0,0,2,0,0,0,2,0,0,0
BTS,2003,3,ISI,127160,Solea solea,311,F,-9,0,0,0,0,0,2,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,313,F,-9,0,0,0,4,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,314,F,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,315,F,-9,0,0,0,4,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,317,F,-9,0,0,0,4,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,318,F,-9,0,0,0,0,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,319,F,-9,0,0,0,0,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,321,F,-9,0,0,0,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,322,F,-9,0,0,2,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,323,F,-9,0,0,0,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,324,F,-9,0,0,0,2,4,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,325,F,-9,0,0,0,4,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,326,F,-9,0,0,0,4,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,327,F,-9,0,0,0,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,328,F,-9,0,0,0,0,6,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,329,F,-9,0,0,0,0,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,331,F,-9,0,0,0,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,334,F,-9,0,0,2,0,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,335,M,-9,0,0,0,0,0,0,2,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,337,F,-9,0,0,0,0,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,338,F,-9,0,0,0,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,339,M,-9,0,0,0,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,340,F,-9,0,0,0,2,0,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,347,F,-9,0,0,0,2,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,351,F,-9,0,0,0,2,4,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,352,F,-9,0,0,0,0,2,2,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,353,F,-9,0,0,0,0,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,356,F,-9,0,0,0,0,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,357,F,-9,0,0,0,0,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,358,F,-9,0,0,0,0,0,0,0,2,0,0,0
BTS,2003,3,ISI,127160,Solea solea,365,F,-9,0,0,0,0,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,373,F,-9,0,0,0,0,2,0,4,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,374,F,-9,0,0,0,0,0,2,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,376,F,-9,0,0,0,0,2,0,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,379,F,-9,0,0,0,0,0,2,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,380,M,-9,0,0,0,0,0,0,2,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,382,F,-9,0,0,0,0,2,2,0,0,0,0,0
BTS,2003,3,ISI,127160,Solea solea,386,F,-9,0,0,0,0,0,0,0,2,0,0,0
BTS,2003,3,ISI,127160,Solea solea,387,F,-9,0,0,0,0,0,0,0,2,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,17,M,-9,0,2,0,0,0,0,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,18,F,-9,0,0,1,0,0,0,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,18,M,-9,0,1,0,0,0,0,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,19,F,-9,0,2,1,0,0,0,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,19,M,-9,0,2,3,0,0,0,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,20,F,-9,0,3,4,0,0,0,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,20,M,-9,0,2,9,0,0,0,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,21,F,-9,0,3,7,0,0,0,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,21,M,-9,0,1,10,0,0,0,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,22,F,-9,0,1,11,0,0,0,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,22,M,-9,0,1,15,0,0,0,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,23,F,-9,0,0,16,0,1,0,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,23,M,-9,0,0,12,0,1,0,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,24,F,-9,0,0,14,1,0,0,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,24,M,-9,0,0,16,0,1,0,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,25,F,-9,0,0,16,0,0,0,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,25,M,-9,0,0,15,0,0,0,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,26,F,-9,0,0,15,2,0,0,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,26,M,-9,0,0,15,3,0,0,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,27,F,-9,0,0,13,4,0,0,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,27,M,-9,0,0,6,4,1,0,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,28,F,-9,0,0,13,8,1,0,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,28,M,-9,0,0,9,5,3,1,1,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,29,F,-9,0,0,6,10,4,0,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,29,M,-9,0,0,3,5,4,4,0,1,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,30,F,-9,0,0,6,18,3,0,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,30,M,-9,0,0,3,3,10,7,1,1,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,31,F,-9,0,0,0,9,3,2,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,31,M,-9,0,0,0,4,3,5,1,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,32,F,-9,0,0,0,10,6,2,1,1,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,32,M,-9,0,0,1,4,4,9,1,2,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,33,F,-9,0,0,0,7,9,0,1,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,33,M,-9,0,0,0,3,5,2,3,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,34,F,-9,0,0,1,3,6,4,1,1,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,34,M,-9,0,0,0,0,3,3,1,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,35,F,-9,0,0,0,2,3,3,1,4,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,35,M,-9,0,0,0,0,0,1,1,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,36,F,-9,0,0,0,0,3,3,5,2,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,36,M,-9,0,0,0,0,1,2,1,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,37,F,-9,0,0,0,0,2,7,3,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,37,M,-9,0,0,0,0,0,0,0,1,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,38,F,-9,0,0,0,0,1,2,2,1,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,38,M,-9,0,0,0,0,0,1,0,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,39,F,-9,0,0,0,0,1,1,4,1,1,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,40,F,-9,0,0,0,0,0,0,1,2,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,40,M,-9,0,0,0,0,0,0,1,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,41,F,-9,0,0,0,0,0,0,0,1,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,42,F,-9,0,0,0,0,0,0,3,3,2,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,42,M,-9,0,0,0,0,0,0,1,1,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,44,F,-9,0,0,0,0,0,0,0,0,1,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,46,F,-9,0,0,0,0,0,0,0,1,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,52,F,-9,0,0,0,0,0,0,1,0,0,0,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,53,F,-9,0,0,0,0,0,0,0,0,0,1,0
BTS,2003,3,SOL,127143,Pleuronectes platessa,60,F,-9,0,0,0,0,0,0,0,0,0,0,1
BTS,2003,3,SOL,127160,Solea solea,22,M,-9,0,0,0,0,2,0,0,0,0,0,0
